Eirika =c(1, 0, 0, 0, 0, 0, 0, 5, 0, "Lord", 70, 40, 60, 60, 30, 30, 60),
Seth =c(1, 7, 7, 9, 5, 3, 5, 13, 0, "Paladin", 90, 50, 45, 45, 40, 30, 25),
Gilliam =c(4, 8, 4, 4, 3, 0, 3, 3, 1, "Knight", 90, 45, 35, 30, 55, 20, 30),
Franz =c(1, 0, 2, 3, 2, 0, 1, 2, 0, "Cavalier", 80, 40, 40, 50, 25, 20, 40),
Moulder =c(3, 2, 3, 5, 7, 1, 0, 1, 4, "Priest", 70, 40, 50, 40, 25, 25, 20),
Vanessa =c(1, 3, 1, 2, 6, 3, 3, 4, 0, "Pegasus Kn.", 50, 35, 55, 60, 20, 30, 50),
Ross =c(1, 1, 2, 2, 2, 2, 0, 8, 0, "Journeyman", 70, 50, 35, 30, 25, 20, 40),
Neimi =c(1, 0, 1, 2, 2, 0, 2, 4, 0, "Archer", 55, 45, 50, 60, 15, 35, 50),
Colm =c(2, 2, 1, 3, 1, 1, 1, 8, 0, "Thief", 75, 40, 40, 65, 25, 20, 45),
Garcia =c(4, 8, 3, 5, 3, 3, 1, 3, 3, "Fighter", 80, 65, 40, 20, 25, 15, 40),
Innes =c(1, 10, 7, 7, 10, 5, 7, 14, 1, "Sniper", 75, 40, 40, 45, 20, 25, 45),
Lute =c(1, 1, 5, 3, 5, 1, 1, 8, 0, "Mage", 45, 65, 30, 45, 15, 40, 45),
Natasha =c(1, 2, 1, 2, 6, 2, 0, 6, 0, "Cleric", 50, 60, 25, 40, 15, 55, 60),
Cormag =c(9, 10, 7, 6, 5, 4, 2, 4, 1, "Wyvern Rider", 85, 55, 40, 45, 25, 15, 35),
Ephraim =c(4, 5, 2, 3, 4, 1, 2, 8, 0, "Lord", 80, 55, 55, 45, 35, 25, 50),
Forde =c(5, 4, 2, 6, 3, 2, 2, 7, 0, "Cavalier", 85, 40, 50, 45, 20, 25, 35),
Kyle =c(6, 5, 4, 4, 2, 3, 1, 6, 1, "Cavalier", 90, 50, 40, 40, 25, 20, 20),
Amelia =c(1, 3, 1, 3, 3, 2, 2, 6, 0, "Recruit", 60, 35, 40, 40, 30, 15, 50),
Artur =c(2, 1, 5, 5, 6, 1, 1, 2, 0, "Monk", 55, 50, 50, 40, 15, 55, 25),
Gerik =c(10, 14, 10, 5, 5, 6, 4, 8, 4, "Mercenary", 90, 45, 40, 30, 35, 25, 30),
Tethys =c(1, 4, 0, 0, 5, 5, 3, 10, 1, "Dancer", 85, 5, 10, 70, 30, 75, 80),
Marisa =c(5, 8, 4, 3, 3, 3, 2, 9, 0, "Myrmidon", 75, 30, 55, 60, 15, 25, 50),
Saleh =c(2, 10, 11, 14, 10, 3, 8, 11, 1, "Sage", 50, 30, 25, 40, 30, 35, 40),
Ewan =c(2, 2, 2, 2, 4, 0, 0, 5, 0, "Pupil", 50, 45, 40, 35, 15, 40, 50),
L'Arachel =c(3, 3, 5, 5, 7, 3, 3, 12, 0, "Troubadour", 45, 50, 45, 45, 15, 50, 65),
Dozla =c(1, 19, 9, 5, 2, 5, 6, 4, 3, "Berserker", 85, 50, 35, 40, 30, 25, 30),
Rennac =c(1, 12, 7, 15, 8, 7, 11, 5, 0, "Rogue", 65, 25, 45, 60, 25, 30, 25),
Duessel =c(8, 20, 9, 8, 6, 6, 6, 8, 2, "Great Knight", 85, 55, 40, 30, 45, 30, 20),
Myrrh =c(1, 3, 3, 1, 3, 0, 5, 3, 0, "Manakete", 130, 90, 85, 65, 150, 30, 30),
Knoll =c(9, 5, 10, 8, 6, 0, 6, 0, 0, "Shaman", 70, 50, 40, 35, 10, 45, 20),
Joshua =c(5, 8, 4, 4, 5, 3, 2, 7, 0, "Myrmidon", 80, 35, 55, 55, 20, 20, 30),
Syrene =c(1, 7, 6, 6, 8, 5, 8, 12, 1, "Falcoknight", 70, 40, 50, 60, 20, 50, 30),
Tana =c(4, 6, 3, 4, 8, 3, 5, 8, 0, "Pegasus Kn.", 65, 45, 40, 65, 20, 25, 60)




Lord =c(18, 6, 6, 7, 6, 0, 8, 5, 60, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0),
Lord =c(16, 4, 8, 9, 3, 1, 5, 5, 60, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0),
Great Lord =c(18, 3, 3, 4, 5, 0, 10, 7, 60, 27, 26, 24, 23, 23, 25, 4, 2, 3, 2, 2, 5, 3),
Great Lord =c(18, 3, 3, 4, 5, 0, 7, 7, 60, 24, 29, 30, 22, 25, 25, 4, 2, 2, 1, 3, 5, 3),
Cavalier =c(20, 5, 2, 5, 6, 0, 9, 7, 60, 20, 20, 20, 20, 20, 25, 0, 0, 0, 0, 0, 0, 3),
Cavalier =c(18, 5, 3, 3, 6, 0, 9, 7, 60, 20, 20, 20, 20, 20, 25, 1, 0, 2, 2, 0, 2, 3),
Paladin =c(23, 7, 4, 7, 8, 3, 11, 8, 60, 25, 26, 24, 25, 25, 25, 2, 1, 1, 1, 2, 1, 3),
Paladin =c(23, 6, 6, 11, 7, 6, 9, 8, 60, 23, 27, 25, 24, 26, 25, 1, 1, 1, 2, 1, 2, 3),
Knight =c(17, 5, 2, 0, 9, 0, 13, 4, 60, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0),
Knight =c(16, 4, 3, 1, 8, 1, 10, 4, 60, 20, 20, 20, 20, 20, 20, 2, 1, 1, 1, 2, 0, 0),
General =c(21, 8, 4, 3, 13, 3, 15, 5, 60, 29, 27, 24, 30, 25, 25, 4, 2, 2, 3, 2, 3, 0),
General =c(20, 8, 5, 5, 11, 4, 11, 5, 60, 27, 28, 25, 29, 26, 25, 3, 2, 3, 2, 3, 3, 0),
Thief =c(16, 3, 1, 9, 2, 0, 6, 6, 60, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, C),
Mercenary =c(18, 4, 8, 8, 4, 0, 9, 5, 60, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0),
Hero =c(22, 6, 9, 10, 8, 2, 11, 6, 60, 25, 30, 26, 25, 22, 25, 4, 1, 2, 2, 2, 2, 0),
Myrmidon =c(16, 4, 9, 9, 2, 0, 8, 5, 60, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0),
Myrmidon =c(15, 3, 9, 10, 1, 1, 5, 5, 60, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0),
Swordmaster =c(21, 6, 11, 10, 5, 2, 9, 6, 60, 24, 29, 30, 22, 23, 20, 5, 2, 0, 0, 2, 1, 40),
Swordmaster =c(19, 6, 11, 12, 4, 3, 7, 6, 60, 22, 29, 30, 22, 25, 20, 4, 2, 1, 0, 2, 1, 40),
Assassin =c(16, 3, 1, 9, 2, 0, 8, 6, 60, 20, 30, 30, 20, 20, 20, 3, 1, 0, 0, 2, 2, 8),
Assassin =c(16, 3, 1, 9, 2, 0, 6, 6, 60, 20, 30, 30, 20, 20, 20, 2, 1, 1, 1, 2, 1, 8),
Archer =c(17, 3, 3, 4, 3, 0, 5, 5, 60, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 80),
Sniper =c(21, 7, 6, 5, 5, 2, 8, 6, 60, 25, 30, 28, 25, 23, 20, 3, 1, 2, 2, 2, 3, 80),
Sniper =c(19, 6, 6, 7, 5, 3, 6, 6, 60, 24, 30, 29, 24, 24, 20, 4, 3, 1, 1, 2, 2, 80),
Ranger =c(21, 7, 6, 7, 6, 3, 9, 7, 60, 25, 28, 30, 24, 23, 25, 3, 2, 1, 1, 3, 3, 3),
Ranger =c(21, 6, 6, 7, 5, 4, 8, 7, 60, 23, 28, 30, 22, 25, 25, 2, 2, 2, 1, 3, 3, 3),
Wyvern Rider =c(20, 7, 3, 5, 8, 0, 10, 7, 60, 20, 20, 20, 20, 20, 25, 0, 0, 0, 0, 0, 0, 3),
